date,position,song,artist,popularity,duration_ms,album_type,total_tracks,is_explicit,album_cover_url
28-09-2025,41,Heading South,Zach Bryan,85,171692,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273f9017bcd001d030d46850226
28-09-2025,42,Austin (Boots Stop Workin'),Dasha,90,171782,album,8,TRUE,https://i.scdn.co/image/ab67616d0000b2734ccf88b66e04cfd247f287eb
28-09-2025,43,LA PATRULLA,Peso Pluma,87,130614,album,24,TRUE,https://i.scdn.co/image/ab67616d0000b2732690127e1d6cd0aa35cc353b
28-09-2025,44,The Emptiness Machine,Linkin Park,93,190427,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273c0db065619ed208515412917
28-09-2025,45,Pink + White,Frank Ocean,88,184516,album,17,FALSE,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526
28-09-2025,46,Sun to Me,Zach Bryan,84,163031,album,34,FALSE,https://i.scdn.co/image/ab67616d0000b273ba30859a1ca79c5a372d177a
28-09-2025,47,one of wun,Gunna,85,144000,album,20,TRUE,https://i.scdn.co/image/ab67616d0000b273c67636f3021f5869095c0fc5
28-09-2025,48,FE!N (feat. Playboi Carti),Travis Scott,90,191700,album,19,TRUE,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
28-09-2025,49,Big Dawgs,Hanumankind & Kalmi,92,190666,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273d9afe5c70c43cb2bd34605ea
28-09-2025,50,Last Night,Morgan Wallen,82,163854,album,36,TRUE,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
29-09-2025,1,Timeless (with Playboi Carti),The Weeknd & Playboi Carti,79,256000,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273ee2fe4a7b285d3817b470859
29-09-2025,2,Die With A Smile,Lady Gaga & Bruno Mars,100,251667,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27382ea2e9e1858aa012c57cd45
29-09-2025,3,Taste,Sabrina Carpenter,96,157279,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273fd8d7a8d96871e791cb1f626
29-09-2025,4,"Good Luck, Babe!",Chappell Roan,96,218423,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27391b4bc7c88d91a42e0f3a8b7
29-09-2025,5,BIRDS OF A FEATHER,Billie Eilish,99,210373,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
29-09-2025,6,Who,Jimin,93,170887,album,7,FALSE,https://i.scdn.co/image/ab67616d0000b273f02c451189a709b9a952aaec
29-09-2025,7,Espresso,Sabrina Carpenter,83,175459,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273fd8d7a8d96871e791cb1f626
29-09-2025,8,Bed Chem,Sabrina Carpenter,92,171869,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273fd8d7a8d96871e791cb1f626
29-09-2025,9,Please Please Please,Sabrina Carpenter,84,186365,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273fd8d7a8d96871e791cb1f626
29-09-2025,10,I Had Some Help (Feat. Morgan Wallen),Post Malone,86,178205,album,18,TRUE,https://i.scdn.co/image/ab67616d0000b27388208159b1b3c69eefdeb2e0
29-09-2025,11,A Bar Song (Tipsy),Shaboozey,87,171291,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b27360df033c8f8b17384387666a
29-09-2025,12,HOT TO GO!,Chappell Roan,91,184841,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6
29-09-2025,13,Pink Pony Club,Chappell Roan,88,258034,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6
29-09-2025,14,Not Like Us,Kendrick Lamar,92,274192,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2731ea0c62b2339cbf493a999ad
29-09-2025,15,Beautiful Things,Benson Boone,91,180304,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273cc04ff3e70e146ba9abacf40
29-09-2025,16,Sailor Song,Gigi Perez,62,211978,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273e6065f209e0a01986206bd53
29-09-2025,17,MILLION DOLLAR BABY,Tommy Richman,92,155151,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b27301c0cd5da820e6128655854f
29-09-2025,18,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,88,227195,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
29-09-2025,19,Good Graces,Sabrina Carpenter,89,185265,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273fd8d7a8d96871e791cb1f626
29-09-2025,20,ALL RED,Playboi Carti,91,148053,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273ca15942c726ec9c39796435e
29-09-2025,21,Lose Control,Teddy Swims,91,210688,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b2731a0323cc23419360a34a3ace
29-09-2025,22,Too Sweet,Hozier,74,251424,album,23,FALSE,https://i.scdn.co/image/ab67616d0000b2735aa29751874ca4ba06da8877
29-09-2025,23,Stick Season,Noah Kahan,89,182346,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b2736ee35072df1af802cca09918
29-09-2025,24,"I Love You, I'm Sorry",Gracie Abrams,89,157146,album,13,TRUE,https://i.scdn.co/image/ab67616d0000b2736e2101520787791370f4a96b
29-09-2025,25,Pink Skies,Zach Bryan,87,194920,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2731a2c9ac2d39bc5c2e22b9555
29-09-2025,26,NIGHTS LIKE THIS,The Kid LAROI,89,86983,album,20,FALSE,https://i.scdn.co/image/ab67616d0000b2732abb30c6296964d5d07458c2
29-09-2025,27,Red Wine Supernova,Chappell Roan,87,192720,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6
29-09-2025,28,Something in the Orange,Zach Bryan,87,228013,single,4,FALSE,https://i.scdn.co/image/ab67616d0000b273b2b6670e3aca9bcd55fbabbb
29-09-2025,29,WILDFLOWER,Billie Eilish,91,261466,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
29-09-2025,30,Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,85,210950,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27339808230102049beb62fdd7b
29-09-2025,31,28,Zach Bryan,85,233333,album,19,FALSE,https://i.scdn.co/image/ab67616d0000b273647ad18a07e9e939e399e5a1
29-09-2025,32,Juno,Sabrina Carpenter,88,223192,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273fd8d7a8d96871e791cb1f626
29-09-2025,33,See You Again (feat. Kali Uchis),"Tyler, The Creator",89,180386,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
29-09-2025,34,Sweater Weather,The Neighbourhood,91,240400,album,11,FALSE,https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921
29-09-2025,35,Guess featuring Billie Eilish,Charli xcx & Billie Eilish,91,143330,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2738b8d8be49f9c4a44b0574144
29-09-2025,36,It's ok I'm ok,Tate McRae,86,156521,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273cd9a93745f6a7cd54deaab22
29-09-2025,37,Lies Lies Lies,Morgan Wallen,85,198068,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27337eedb840f9441959db3107e
29-09-2025,38,Austin (Boots Stop Workin'),Dasha,90,171782,album,8,TRUE,https://i.scdn.co/image/ab67616d0000b2734ccf88b66e04cfd247f287eb
29-09-2025,39,Casual,Chappell Roan,86,232796,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6
29-09-2025,40,Slow It Down,Benson Boone,89,161831,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273cc04ff3e70e146ba9abacf40
29-09-2025,41,505,Arctic Monkeys,80,253586,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2730c8ac83035e9588e8ad34b90
29-09-2025,42,Heading South,Zach Bryan,85,171692,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273f9017bcd001d030d46850226
29-09-2025,43,Cowgirls (feat. ERNEST),Morgan Wallen,85,181621,album,36,FALSE,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
29-09-2025,44,Heavy Is the Crown,Linkin Park,83,167012,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b2735e2801d58ceb23a9d19308b7
29-09-2025,45,LA PATRULLA,Peso Pluma,87,130614,album,24,TRUE,https://i.scdn.co/image/ab67616d0000b2732690127e1d6cd0aa35cc353b
29-09-2025,46,FE!N (feat. Playboi Carti),Travis Scott,90,191700,album,19,TRUE,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
29-09-2025,47,Sun to Me,Zach Bryan,84,163031,album,34,FALSE,https://i.scdn.co/image/ab67616d0000b273ba30859a1ca79c5a372d177a
29-09-2025,48,Pink + White,Frank Ocean,88,184516,album,17,FALSE,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526
29-09-2025,49,one of wun,Gunna,85,144000,album,20,TRUE,https://i.scdn.co/image/ab67616d0000b273c67636f3021f5869095c0fc5
29-09-2025,50,Last Night,Morgan Wallen,82,163854,album,36,TRUE,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
30-09-2025,1,Timeless (with Playboi Carti),The Weeknd & Playboi Carti,83,256000,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273ee2fe4a7b285d3817b470859
30-09-2025,2,Taste,Sabrina Carpenter,96,157279,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273fd8d7a8d96871e791cb1f626
30-09-2025,3,Die With A Smile,Lady Gaga & Bruno Mars,100,251667,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27382ea2e9e1858aa012c57cd45
30-09-2025,4,"Good Luck, Babe!",Chappell Roan,96,218423,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27391b4bc7c88d91a42e0f3a8b7
30-09-2025,5,BIRDS OF A FEATHER,Billie Eilish,99,210373,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
30-09-2025,6,Who,Jimin,93,170887,album,7,FALSE,https://i.scdn.co/image/ab67616d0000b273f02c451189a709b9a952aaec
30-09-2025,7,Espresso,Sabrina Carpenter,83,175459,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273fd8d7a8d96871e791cb1f626
30-09-2025,8,Please Please Please,Sabrina Carpenter,84,186365,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273fd8d7a8d96871e791cb1f626
30-09-2025,9,I Had Some Help (Feat. Morgan Wallen),Post Malone,86,178205,album,18,TRUE,https://i.scdn.co/image/ab67616d0000b27388208159b1b3c69eefdeb2e0
30-09-2025,10,A Bar Song (Tipsy),Shaboozey,87,171291,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b27360df033c8f8b17384387666a
30-09-2025,11,Bed Chem,Sabrina Carpenter,92,171869,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273fd8d7a8d96871e791cb1f626
30-09-2025,12,HOT TO GO!,Chappell Roan,91,184841,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6
30-09-2025,13,Not Like Us,Kendrick Lamar,92,274192,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2731ea0c62b2339cbf493a999ad
30-09-2025,14,Pink Pony Club,Chappell Roan,88,258034,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6
30-09-2025,15,Beautiful Things,Benson Boone,90,180304,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273cc04ff3e70e146ba9abacf40
30-09-2025,16,MILLION DOLLAR BABY,Tommy Richman,92,155151,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b27301c0cd5da820e6128655854f
30-09-2025,17,Lose Control,Teddy Swims,91,210688,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b2731a0323cc23419360a34a3ace
30-09-2025,18,Sailor Song,Gigi Perez,65,211978,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273e6065f209e0a01986206bd53
30-09-2025,19,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,88,227195,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
30-09-2025,20,Good Graces,Sabrina Carpenter,89,185265,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273fd8d7a8d96871e791cb1f626
30-09-2025,21,Too Sweet,Hozier,75,251424,album,23,FALSE,https://i.scdn.co/image/ab67616d0000b2735aa29751874ca4ba06da8877
30-09-2025,22,Stick Season,Noah Kahan,89,182346,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b2736ee35072df1af802cca09918
30-09-2025,23,Pink Skies,Zach Bryan,87,194920,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2731a2c9ac2d39bc5c2e22b9555
30-09-2025,24,NIGHTS LIKE THIS,The Kid LAROI,89,86983,album,20,FALSE,https://i.scdn.co/image/ab67616d0000b2732abb30c6296964d5d07458c2
30-09-2025,25,Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,85,210950,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27339808230102049beb62fdd7b
30-09-2025,26,Something in the Orange,Zach Bryan,87,228013,single,4,FALSE,https://i.scdn.co/image/ab67616d0000b273b2b6670e3aca9bcd55fbabbb
30-09-2025,27,Red Wine Supernova,Chappell Roan,87,192720,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6
30-09-2025,28,See You Again (feat. Kali Uchis),"Tyler, The Creator",89,180386,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
30-09-2025,29,ALL RED,Playboi Carti,91,148053,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273ca15942c726ec9c39796435e
30-09-2025,30,Guess featuring Billie Eilish,Charli xcx & Billie Eilish,91,143330,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2738b8d8be49f9c4a44b0574144
30-09-2025,31,Sweater Weather,The Neighbourhood,91,240400,album,11,FALSE,https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921
30-09-2025,32,"I Love You, I'm Sorry",Gracie Abrams,89,157146,album,13,TRUE,https://i.scdn.co/image/ab67616d0000b2736e2101520787791370f4a96b
30-09-2025,33,Austin (Boots Stop Workin'),Dasha,90,171782,album,8,TRUE,https://i.scdn.co/image/ab67616d0000b2734ccf88b66e04cfd247f287eb
30-09-2025,34,Juno,Sabrina Carpenter,88,223192,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273fd8d7a8d96871e791cb1f626
30-09-2025,35,WILDFLOWER,Billie Eilish,91,261466,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
30-09-2025,36,28,Zach Bryan,85,233333,album,19,FALSE,https://i.scdn.co/image/ab67616d0000b273647ad18a07e9e939e399e5a1
30-09-2025,37,Lies Lies Lies,Morgan Wallen,85,198068,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27337eedb840f9441959db3107e
30-09-2025,38,Slow It Down,Benson Boone,89,161831,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273cc04ff3e70e146ba9abacf40
30-09-2025,39,Cowgirls (feat. ERNEST),Morgan Wallen,85,181621,album,36,FALSE,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
30-09-2025,40,FE!N (feat. Playboi Carti),Travis Scott,90,191700,album,19,TRUE,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
30-09-2025,41,LA PATRULLA,Peso Pluma,87,130614,album,24,TRUE,https://i.scdn.co/image/ab67616d0000b2732690127e1d6cd0aa35cc353b
30-09-2025,42,It's ok I'm ok,Tate McRae,86,156521,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273cd9a93745f6a7cd54deaab22
30-09-2025,43,Casual,Chappell Roan,86,232796,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6
30-09-2025,44,Heading South,Zach Bryan,85,171692,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273f9017bcd001d030d46850226
30-09-2025,45,505,Arctic Monkeys,80,253586,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2730c8ac83035e9588e8ad34b90
30-09-2025,46,Last Night,Morgan Wallen,82,163854,album,36,TRUE,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
30-09-2025,47,Sun to Me,Zach Bryan,84,163031,album,34,FALSE,https://i.scdn.co/image/ab67616d0000b273ba30859a1ca79c5a372d177a
30-09-2025,48,Big Dawgs,Hanumankind & Kalmi,91,190666,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273d9afe5c70c43cb2bd34605ea
30-09-2025,49,one of wun,Gunna,85,144000,album,20,TRUE,https://i.scdn.co/image/ab67616d0000b273c67636f3021f5869095c0fc5
30-09-2025,50,Mmhmm,BigXthaPlug,80,119015,album,7,TRUE,https://i.scdn.co/image/ab67616d0000b2739afbbc313ea008b68cc5f40d
01-10-2025,1,Timeless (with Playboi Carti),The Weeknd & Playboi Carti,84,256000,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273ee2fe4a7b285d3817b470859
01-10-2025,2,Die With A Smile,Lady Gaga & Bruno Mars,100,251667,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27382ea2e9e1858aa012c57cd45
01-10-2025,3,Taste,Sabrina Carpenter,96,157279,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273fd8d7a8d96871e791cb1f626
01-10-2025,4,"Good Luck, Babe!",Chappell Roan,96,218423,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27391b4bc7c88d91a42e0f3a8b7
01-10-2025,5,BIRDS OF A FEATHER,Billie Eilish,99,210373,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
01-10-2025,6,Who,Jimin,93,170887,album,7,FALSE,https://i.scdn.co/image/ab67616d0000b273f02c451189a709b9a952aaec
01-10-2025,7,Espresso,Sabrina Carpenter,83,175459,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273fd8d7a8d96871e791cb1f626
01-10-2025,8,Please Please Please,Sabrina Carpenter,84,186365,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273fd8d7a8d96871e791cb1f626
01-10-2025,9,Bed Chem,Sabrina Carpenter,92,171869,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273fd8d7a8d96871e791cb1f626
01-10-2025,10,A Bar Song (Tipsy),Shaboozey,87,171291,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b27360df033c8f8b17384387666a
01-10-2025,11,I Had Some Help (Feat. Morgan Wallen),Post Malone,86,178205,album,18,TRUE,https://i.scdn.co/image/ab67616d0000b27388208159b1b3c69eefdeb2e0
01-10-2025,12,HOT TO GO!,Chappell Roan,91,184841,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6
01-10-2025,13,Not Like Us,Kendrick Lamar,92,274192,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2731ea0c62b2339cbf493a999ad
01-10-2025,14,Pink Pony Club,Chappell Roan,88,258034,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6
01-10-2025,15,Sailor Song,Gigi Perez,67,211978,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273e6065f209e0a01986206bd53
01-10-2025,16,MILLION DOLLAR BABY,Tommy Richman,91,155151,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b27301c0cd5da820e6128655854f
01-10-2025,17,Beautiful Things,Benson Boone,90,180304,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273cc04ff3e70e146ba9abacf40
01-10-2025,18,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,88,227195,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
01-10-2025,19,Lose Control,Teddy Swims,91,210688,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b2731a0323cc23419360a34a3ace
01-10-2025,20,Stick Season,Noah Kahan,88,182346,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b2736ee35072df1af802cca09918
01-10-2025,21,Good Graces,Sabrina Carpenter,89,185265,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273fd8d7a8d96871e791cb1f626
01-10-2025,22,Too Sweet,Hozier,75,251424,album,23,FALSE,https://i.scdn.co/image/ab67616d0000b2735aa29751874ca4ba06da8877
01-10-2025,23,Pink Skies,Zach Bryan,87,194920,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2731a2c9ac2d39bc5c2e22b9555
01-10-2025,24,Something in the Orange,Zach Bryan,87,228013,single,4,FALSE,https://i.scdn.co/image/ab67616d0000b273b2b6670e3aca9bcd55fbabbb
01-10-2025,25,See You Again (feat. Kali Uchis),"Tyler, The Creator",89,180386,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
01-10-2025,26,ALL RED,Playboi Carti,91,148053,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273ca15942c726ec9c39796435e
01-10-2025,27,NIGHTS LIKE THIS,The Kid LAROI,89,86983,album,20,FALSE,https://i.scdn.co/image/ab67616d0000b2732abb30c6296964d5d07458c2
01-10-2025,28,Sweater Weather,The Neighbourhood,91,240400,album,11,FALSE,https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921
01-10-2025,29,WILDFLOWER,Billie Eilish,91,261466,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
01-10-2025,30,"I Love You, I'm Sorry",Gracie Abrams,89,157146,album,13,TRUE,https://i.scdn.co/image/ab67616d0000b2736e2101520787791370f4a96b
01-10-2025,31,Red Wine Supernova,Chappell Roan,87,192720,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6
01-10-2025,32,Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,85,210950,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27339808230102049beb62fdd7b
01-10-2025,33,28,Zach Bryan,85,233333,album,19,FALSE,https://i.scdn.co/image/ab67616d0000b273647ad18a07e9e939e399e5a1
01-10-2025,34,Guess featuring Billie Eilish,Charli xcx & Billie Eilish,91,143330,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2738b8d8be49f9c4a44b0574144
01-10-2025,35,Juno,Sabrina Carpenter,88,223192,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273fd8d7a8d96871e791cb1f626
01-10-2025,36,FE!N (feat. Playboi Carti),Travis Scott,90,191700,album,19,TRUE,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
01-10-2025,37,Austin (Boots Stop Workin'),Dasha,90,171782,album,8,TRUE,https://i.scdn.co/image/ab67616d0000b2734ccf88b66e04cfd247f287eb
01-10-2025,38,Lies Lies Lies,Morgan Wallen,85,198068,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27337eedb840f9441959db3107e
01-10-2025,39,Heading South,Zach Bryan,85,171692,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273f9017bcd001d030d46850226
01-10-2025,40,505,Arctic Monkeys,80,253586,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2730c8ac83035e9588e8ad34b90
01-10-2025,41,Cowgirls (feat. ERNEST),Morgan Wallen,85,181621,album,36,FALSE,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
01-10-2025,42,Casual,Chappell Roan,86,232796,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6
01-10-2025,43,LA PATRULLA,Peso Pluma,87,130614,album,24,TRUE,https://i.scdn.co/image/ab67616d0000b2732690127e1d6cd0aa35cc353b
01-10-2025,44,Slow It Down,Benson Boone,89,161831,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273cc04ff3e70e146ba9abacf40
01-10-2025,45,It's ok I'm ok,Tate McRae,86,156521,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273cd9a93745f6a7cd54deaab22
01-10-2025,46,Last Night,Morgan Wallen,82,163854,album,36,TRUE,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
01-10-2025,47,Sun to Me,Zach Bryan,84,163031,album,34,FALSE,https://i.scdn.co/image/ab67616d0000b273ba30859a1ca79c5a372d177a
01-10-2025,48,Pink + White,Frank Ocean,87,184516,album,17,FALSE,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526
01-10-2025,49,Big Dawgs,Hanumankind & Kalmi,91,190666,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273d9afe5c70c43cb2bd34605ea
01-10-2025,50,one of wun,Gunna,85,144000,album,20,TRUE,https://i.scdn.co/image/ab67616d0000b273c67636f3021f5869095c0fc5
02-10-2025,1,Timeless (with Playboi Carti),The Weeknd & Playboi Carti,86,256000,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273ee2fe4a7b285d3817b470859
02-10-2025,2,Die With A Smile,Lady Gaga & Bruno Mars,100,251667,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27382ea2e9e1858aa012c57cd45
02-10-2025,3,Taste,Sabrina Carpenter,95,157279,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273fd8d7a8d96871e791cb1f626
02-10-2025,4,"Good Luck, Babe!",Chappell Roan,96,218423,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27391b4bc7c88d91a42e0f3a8b7
02-10-2025,5,BIRDS OF A FEATHER,Billie Eilish,99,210373,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
02-10-2025,6,Who,Jimin,93,170887,album,7,FALSE,https://i.scdn.co/image/ab67616d0000b273f02c451189a709b9a952aaec
02-10-2025,7,Espresso,Sabrina Carpenter,84,175459,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273fd8d7a8d96871e791cb1f626
02-10-2025,8,Bed Chem,Sabrina Carpenter,92,171869,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273fd8d7a8d96871e791cb1f626
02-10-2025,9,I Had Some Help (Feat. Morgan Wallen),Post Malone,86,178205,album,18,TRUE,https://i.scdn.co/image/ab67616d0000b27388208159b1b3c69eefdeb2e0
02-10-2025,10,Please Please Please,Sabrina Carpenter,84,186365,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273fd8d7a8d96871e791cb1f626
02-10-2025,11,A Bar Song (Tipsy),Shaboozey,86,171291,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b27360df033c8f8b17384387666a
02-10-2025,12,HOT TO GO!,Chappell Roan,91,184841,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6
02-10-2025,13,Sailor Song,Gigi Perez,69,211978,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273e6065f209e0a01986206bd53
02-10-2025,14,Not Like Us,Kendrick Lamar,92,274192,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2731ea0c62b2339cbf493a999ad
02-10-2025,15,Pink Pony Club,Chappell Roan,88,258034,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6
02-10-2025,16,Beautiful Things,Benson Boone,90,180304,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273cc04ff3e70e146ba9abacf40
